Ad ID,Form Name,Ad set name,Campaign name,Ad name,Course MAP
2.38469E+16,Digital Marketing | BULK + 1 Ques.| January 2021,Marketing Interest,SW | CareerEx | PI FY 20 - 21 0259 | Digital Marketing | Bulk | March 2021 | 200 CC,Bulk January #2,Digital Marketing Certification Program
